192.168.1.95.53418 > 91.189.94.4.123 48
192.168.1.95.56442 > 60.205.84.146.80 492
60.205.84.146.80 > 192.168.1.95.56442 360
60.205.84.146.80 > 192.168.1.95.56442 658
192.168.1.95.50358 > 112.47.20.159.80 347
112.47.20.159.80 > 192.168.1.95.50358 2685
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2660
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 924
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1192
112.47.20.159.80 > 192.168.1.95.50358 1192
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 621
112.47.20.159.80 > 192.168.1.95.50358 1452
192.168.1.95.56444 > 60.205.84.146.80 492
112.47.20.159.80 > 192.168.1.95.50358 1452
60.205.84.146.80 > 192.168.1.95.56444 360
60.205.84.146.80 > 192.168.1.95.56444 658
192.168.1.95.47100 > 112.49.26.97.80 432
112.49.26.97.80 > 192.168.1.95.47100 1797
192.168.1.95.56448 > 60.205.84.146.80 488
192.168.1.95.47100 > 112.49.26.97.80 309
60.205.84.146.80 > 192.168.1.95.56448 367
60.205.84.146.80 > 192.168.1.95.56448 20
112.49.26.97.80 > 192.168.1.95.47100 368
112.49.26.97.80 > 192.168.1.95.47100 2204
192.168.1.95.47104 > 112.49.26.97.80 357
192.168.1.95.47100 > 112.49.26.97.80 357
192.168.1.95.56454 > 60.205.84.146.80 488
112.49.26.97.80 > 192.168.1.95.47104 407
112.49.26.97.80 > 192.168.1.95.47104 2880
112.49.26.97.80 > 192.168.1.95.47104 2880
112.49.26.97.80 > 192.168.1.95.47104 2880
112.49.26.97.80 > 192.168.1.95.47104 2880
112.49.26.97.80 > 192.168.1.95.47104 2880
112.49.26.97.80 > 192.168.1.95.47104 2880
112.49.26.97.80 > 192.168.1.95.47104 2880
112.49.26.97.80 > 192.168.1.95.47104 2880
112.49.26.97.80 > 192.168.1.95.47104 2880
112.49.26.97.80 > 192.168.1.95.47104 2880
112.49.26.97.80 > 192.168.1.95.47104 1536
112.49.26.97.80 > 192.168.1.95.47104 1440
112.49.26.97.80 > 192.168.1.95.47104 1440
112.49.26.97.80 > 192.168.1.95.47104 1440
112.49.26.97.80 > 192.168.1.95.47104 1440
112.49.26.97.80 > 192.168.1.95.47104 1440
112.49.26.97.80 > 192.168.1.95.47104 1440
112.49.26.97.80 > 192.168.1.95.47104 1440
112.49.26.97.80 > 192.168.1.95.47104 1440
112.49.26.97.80 > 192.168.1.95.47104 1344
112.49.26.97.80 > 192.168.1.95.47104 2880
112.49.26.97.80 > 192.168.1.95.47104 2880
112.49.26.97.80 > 192.168.1.95.47104 2880
112.49.26.97.80 > 192.168.1.95.47104 2880
112.49.26.97.80 > 192.168.1.95.47104 2880
112.49.26.97.80 > 192.168.1.95.47104 2880
112.49.26.97.80 > 192.168.1.95.47104 2880
112.49.26.97.80 > 192.168.1.95.47104 2880
112.49.26.97.80 > 192.168.1.95.47104 2880
112.49.26.97.80 > 192.168.1.95.47104 2880
192.168.1.95.51734 > 203.192.2.70.80 301
112.49.26.97.80 > 192.168.1.95.47104 2880
112.49.26.97.80 > 192.168.1.95.47104 2880
112.49.26.97.80 > 192.168.1.95.47104 2880
112.49.26.97.80 > 192.168.1.95.47100 405
112.49.26.97.80 > 192.168.1.95.47104 2880
112.49.26.97.80 > 192.168.1.95.47100 2880
112.49.26.97.80 > 192.168.1.95.47104 2880
112.49.26.97.80 > 192.168.1.95.47100 2880
112.49.26.97.80 > 192.168.1.95.47104 2880
112.49.26.97.80 > 192.168.1.95.47100 2880
60.205.84.146.80 > 192.168.1.95.56454 367
60.205.84.146.80 > 192.168.1.95.56454 20
112.49.26.97.80 > 192.168.1.95.47104 2880
112.49.26.97.80 > 192.168.1.95.47100 2880
112.49.26.97.80 > 192.168.1.95.47104 2880
112.49.26.97.80 > 192.168.1.95.47104 1215
112.49.26.97.80 > 192.168.1.95.47100 2880
112.49.26.97.80 > 192.168.1.95.47100 1440
112.49.26.97.80 > 192.168.1.95.47100 1440
112.49.26.97.80 > 192.168.1.95.47100 4320
112.49.26.97.80 > 192.168.1.95.47100 2880
112.49.26.97.80 > 192.168.1.95.47100 2880
112.49.26.97.80 > 192.168.1.95.47100 2880
112.49.26.97.80 > 192.168.1.95.47100 2880
112.49.26.97.80 > 192.168.1.95.47100 2880
112.49.26.97.80 > 192.168.1.95.47100 1440
112.49.26.97.80 > 192.168.1.95.47100 1440
112.49.26.97.80 > 192.168.1.95.47100 907
112.49.26.97.80 > 192.168.1.95.47100 2880
112.49.26.97.80 > 192.168.1.95.47100 2880
112.49.26.97.80 > 192.168.1.95.47100 2880
112.49.26.97.80 > 192.168.1.95.47100 2880
112.49.26.97.80 > 192.168.1.95.47100 2880
112.49.26.97.80 > 192.168.1.95.47100 1973
112.49.26.97.80 > 192.168.1.95.47100 1440
112.49.26.97.80 > 192.168.1.95.47100 2880
112.49.26.97.80 > 192.168.1.95.47100 1440
112.49.26.97.80 > 192.168.1.95.47100 1440
112.49.26.97.80 > 192.168.1.95.47100 1440
112.49.26.97.80 > 192.168.1.95.47100 1440
112.49.26.97.80 > 192.168.1.95.47100 1440
112.49.26.97.80 > 192.168.1.95.47100 1440
112.49.26.97.80 > 192.168.1.95.47100 1440
112.49.26.97.80 > 192.168.1.95.47100 1440
112.49.26.97.80 > 192.168.1.95.47100 1440
112.49.26.97.80 > 192.168.1.95.47100 1440
112.49.26.97.80 > 192.168.1.95.47100 2880
112.49.26.97.80 > 192.168.1.95.47100 2880
112.49.26.97.80 > 192.168.1.95.47100 2880
112.49.26.97.80 > 192.168.1.95.47100 2880
112.49.26.97.80 > 192.168.1.95.47100 2880
112.49.26.97.80 > 192.168.1.95.47100 2880
192.168.1.95.50566 > 106.11.5.2.80 602
112.49.26.97.80 > 192.168.1.95.47100 2880
112.49.26.97.80 > 192.168.1.95.47100 1440
112.49.26.97.80 > 192.168.1.95.47100 1440
112.49.26.97.80 > 192.168.1.95.47100 1440
112.49.26.97.80 > 192.168.1.95.47100 1440
112.49.26.97.80 > 192.168.1.95.47100 1440
112.49.26.97.80 > 192.168.1.95.47100 1440
112.49.26.97.80 > 192.168.1.95.47100 1440
112.49.26.97.80 > 192.168.1.95.47100 1440
112.49.26.97.80 > 192.168.1.95.47100 1440
112.49.26.97.80 > 192.168.1.95.47100 1440
112.49.26.97.80 > 192.168.1.95.47100 1440
112.49.26.97.80 > 192.168.1.95.47100 1440
112.49.26.97.80 > 192.168.1.95.47100 2880
112.49.26.97.80 > 192.168.1.95.47100 2880
112.49.26.97.80 > 192.168.1.95.47100 558
106.11.5.2.80 > 192.168.1.95.50566 170
192.168.1.95.59234 > 218.207.212.87.80 321
218.207.212.87.80 > 192.168.1.95.59234 460
192.168.1.95.42270 > 112.49.51.48.80 524
192.168.1.95.42268 > 112.49.51.48.80 524
192.168.1.95.41882 > 112.51.125.225.80 365
112.49.51.48.80 > 192.168.1.95.42270 781
112.49.51.48.80 > 192.168.1.95.42268 1158
192.168.1.95.42268 > 112.49.51.48.80 521
192.168.1.95.42270 > 112.49.51.48.80 509
112.49.51.48.80 > 192.168.1.95.42268 2680
112.49.51.48.80 > 192.168.1.95.42268 2680
112.49.51.48.80 > 192.168.1.95.42268 2680
112.49.51.48.80 > 192.168.1.95.42268 2680
112.49.51.48.80 > 192.168.1.95.42268 2680
112.49.51.48.80 > 192.168.1.95.42268 2680
112.49.51.48.80 > 192.168.1.95.42268 2680
112.49.51.48.80 > 192.168.1.95.42268 2680
192.168.1.95.41066 > 183.224.18.89.80 358
112.49.51.48.80 > 192.168.1.95.42270 987
192.168.1.95.42270 > 112.49.51.48.80 509
112.49.51.48.80 > 192.168.1.95.42268 2680
112.49.51.48.80 > 192.168.1.95.42268 1340
112.49.51.48.80 > 192.168.1.95.42268 1340
112.49.51.48.80 > 192.168.1.95.42268 2680
112.49.51.48.80 > 192.168.1.95.42268 2680
112.49.51.48.80 > 192.168.1.95.42268 2680
112.49.51.48.80 > 192.168.1.95.42268 1490
183.224.18.89.80 > 192.168.1.95.41066 466
183.224.18.89.80 > 192.168.1.95.41066 1452
183.224.18.89.80 > 192.168.1.95.41066 1452
183.224.18.89.80 > 192.168.1.95.41066 1452
112.49.51.48.80 > 192.168.1.95.42270 1135
183.224.18.89.80 > 192.168.1.95.41066 1452
183.224.18.89.80 > 192.168.1.95.41066 1452
183.224.18.89.80 > 192.168.1.95.41066 1452
183.224.18.89.80 > 192.168.1.95.41066 1452
183.224.18.89.80 > 192.168.1.95.41066 1452
192.168.1.95.42268 > 112.49.51.48.80 527
183.224.18.89.80 > 192.168.1.95.41066 4356
183.224.18.89.80 > 192.168.1.95.41066 5808
183.224.18.89.80 > 192.168.1.95.41066 1452
183.224.18.89.80 > 192.168.1.95.41066 5
112.51.125.225.80 > 192.168.1.95.41882 2904
112.51.125.225.80 > 192.168.1.95.41882 1014
112.51.125.225.80 > 192.168.1.95.41882 1401
112.49.51.48.80 > 192.168.1.95.42268 1230
192.168.1.95.53868 > 115.182.217.24.80 1056
192.168.1.95.50438 > 112.47.20.159.80 539
115.182.217.24.80 > 192.168.1.95.53868 299
192.168.1.95.50358 > 112.47.20.159.80 341
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1236
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1468
112.47.20.159.80 > 192.168.1.95.50358 1176
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 16
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1176
112.47.20.159.80 > 192.168.1.95.50358 1460
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1192
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1192
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 3055
192.168.1.95.42268 > 112.49.51.48.80 521
112.49.51.48.80 > 192.168.1.95.42268 1447
192.168.1.95.41850 > 111.13.100.35.80 577
192.168.1.95.59420 > 112.34.111.158.80 588
111.13.100.35.80 > 192.168.1.95.41850 198
112.34.111.158.80 > 192.168.1.95.59420 289
192.168.1.95.50358 > 112.47.20.159.80 432
112.47.20.159.80 > 192.168.1.95.50358 21
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
192.168.1.95.50358 > 112.47.20.159.80 340
112.47.20.159.80 > 192.168.1.95.50358 1235
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2644
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1192
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2644
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1192
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1192
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 5808
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 5808
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 5808
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1842
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
192.168.1.95.53865 > 91.189.91.157.123 48

91.189.91.157.123 > 192.168.1.95.53865 48

192.168.1.95.51758 > 203.192.2.70.80 301
192.168.1.95.50358 > 112.47.20.159.80 341
112.47.20.159.80 > 192.168.1.95.50358 8
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1244
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1192
112.47.20.159.80 > 192.168.1.95.50358 2636
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1192
112.47.20.159.80 > 192.168.1.95.50358 1192
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2636
112.47.20.159.80 > 192.168.1.95.50358 4356
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 5808
112.47.20.159.80 > 192.168.1.95.50358 5808
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 1452
112.47.20.159.80 > 192.168.1.95.50358 2904
112.47.20.159.80 > 192.168.1.95.50358 2524
60.205.84.146.80 > 192.168.1.95.56482 462
192.168.1.95.51766 > 203.192.2.70.80 301
203.192.2.70.80 > 192.168.1.95.51766 1368
203.192.2.70.80 > 192.168.1.95.51766 1368
203.192.2.70.80 > 192.168.1.95.51766 1360
203.192.2.70.80 > 192.168.1.95.51766 594
192.168.1.95.51768 > 203.192.2.70.80 673
203.192.2.70.80 > 192.168.1.95.51768 325
60.205.84.146.80 > 192.168.1.95.56492 233
192.168.1.95.50358 > 112.47.20.159.80 310
192.168.1.95.41882 > 112.51.125.225.80 360
112.51.125.225.80 > 192.168.1.95.41882 3586
60.205.84.146.80 > 192.168.1.95.56506 462
192.168.1.53.60536 > 224.0.0.252.5355 22

192.168.1.53.60536 > 224.0.0.252.5355 22

60.205.84.146.80 > 192.168.1.95.56520 462
60.205.84.146.80 > 192.168.1.95.56520 462
192.168.1.53.62942 > 224.0.0.252.5355 22

192.168.1.53.62942 > 224.0.0.252.5355 22

192.168.1.95.42026 > 112.51.125.225.80 686
112.51.125.225.80 > 192.168.1.95.42026 425
112.51.125.225.80 > 192.168.1.95.42026 4096
112.51.125.225.80 > 192.168.1.95.42026 4096
112.51.125.225.80 > 192.168.1.95.42026 2920
112.51.125.225.80 > 192.168.1.95.42026 1176
112.51.125.225.80 > 192.168.1.95.42026 1460
112.51.125.225.80 > 192.168.1.95.42026 2636
112.51.125.225.80 > 192.168.1.95.42026 2920
112.51.125.225.80 > 192.168.1.95.42026 1176
112.51.125.225.80 > 192.168.1.95.42026 1452
112.51.125.225.80 > 192.168.1.95.42026 13679
192.168.1.95.42028 > 112.51.125.225.80 366
112.51.125.225.80 > 192.168.1.95.42028 1452
112.51.125.225.80 > 192.168.1.95.42028 1452
112.51.125.225.80 > 192.168.1.95.42028 1022
112.51.125.225.80 > 192.168.1.95.42028 4096
112.51.125.225.80 > 192.168.1.95.42028 3696
192.168.1.95.42028 > 112.51.125.225.80 344
192.168.1.95.56532 > 60.205.84.146.80 491
60.205.84.146.80 > 192.168.1.95.56532 367
60.205.84.146.80 > 192.168.1.95.56532 20
112.51.125.225.80 > 192.168.1.95.42028 3933
112.51.125.225.80 > 192.168.1.95.42028 1885
192.168.1.95.42038 > 112.51.125.225.80 409
192.168.1.95.42036 > 112.51.125.225.80 409
192.168.1.95.42034 > 112.51.125.225.80 410
112.51.125.225.80 > 192.168.1.95.42036 812
112.51.125.225.80 > 192.168.1.95.42038 529
192.168.1.95.53948 > 115.182.217.24.80 531
112.51.125.225.80 > 192.168.1.95.42034 934
192.168.1.95.42026 > 112.51.125.225.80 580
112.51.125.225.80 > 192.168.1.95.42026 1684
115.182.217.24.80 > 192.168.1.95.53948 299
192.168.1.95.50600 > 112.47.20.159.80 470
112.47.20.159.80 > 192.168.1.95.50600 324
192.168.1.95.42046 > 112.51.125.225.80 336
192.168.1.95.42044 > 112.51.125.225.80 329
112.51.125.225.80 > 192.168.1.95.42046 2962
112.51.125.225.80 > 192.168.1.95.42044 2904
112.51.125.225.80 > 192.168.1.95.42044 1205
112.51.125.225.80 > 192.168.1.95.42044 1452
112.51.125.225.80 > 192.168.1.95.42044 2950
192.168.1.95.59964 > 202.108.9.113.80 823
192.168.1.95.42044 > 112.51.125.225.80 339
192.168.1.95.51760 > 39.105.153.200.80 987
192.168.1.95.50610 > 112.47.20.159.80 390
112.51.125.225.80 > 192.168.1.95.42044 2904
112.51.125.225.80 > 192.168.1.95.42044 1212
112.51.125.225.80 > 192.168.1.95.42044 1452
112.51.125.225.80 > 192.168.1.95.42044 2644
112.51.125.225.80 > 192.168.1.95.42044 2904
112.51.125.225.80 > 192.168.1.95.42044 1192
112.51.125.225.80 > 192.168.1.95.42044 1452
112.51.125.225.80 > 192.168.1.95.42044 2644
112.51.125.225.80 > 192.168.1.95.42044 1673
112.47.20.159.80 > 192.168.1.95.50610 1460
112.47.20.159.80 > 192.168.1.95.50610 2904
112.47.20.159.80 > 192.168.1.95.50610 2904
112.47.20.159.80 > 192.168.1.95.50610 2426
112.47.20.159.80 > 192.168.1.95.50610 2904
112.47.20.159.80 > 192.168.1.95.50610 2904
112.47.20.159.80 > 192.168.1.95.50610 924
112.47.20.159.80 > 192.168.1.95.50610 1653
202.108.9.113.80 > 192.168.1.95.59964 317
39.105.153.200.80 > 192.168.1.95.51760 251
192.168.1.95.42026 > 112.51.125.225.80 975
192.168.1.95.56568 > 60.205.84.146.80 490
60.205.84.146.80 > 192.168.1.95.56568 361
60.205.84.146.80 > 192.168.1.95.56568 1324
192.168.1.95.50622 > 112.47.20.159.80 368
192.168.1.95.42066 > 112.51.125.225.80 367
112.47.20.159.80 > 192.168.1.95.50622 2904
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 840
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 2904
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 1452
112.51.125.225.80 > 192.168.1.95.42066 1452
112.51.125.225.80 > 192.168.1.95.42066 1452
112.51.125.225.80 > 192.168.1.95.42066 205
112.47.20.159.80 > 192.168.1.95.50622 2904
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 2008
112.51.125.225.80 > 192.168.1.95.42026 424
112.51.125.225.80 > 192.168.1.95.42026 2920
112.51.125.225.80 > 192.168.1.95.42026 2333
112.51.125.225.80 > 192.168.1.95.42066 1452
192.168.1.95.51760 > 39.105.153.200.80 494
39.105.153.200.80 > 192.168.1.95.51760 355
192.168.1.95.50614 > 112.47.20.159.80 678
112.47.20.159.80 > 192.168.1.95.50614 1460
112.47.20.159.80 > 192.168.1.95.50614 2904
112.47.20.159.80 > 192.168.1.95.50614 1223
112.47.20.159.80 > 192.168.1.95.50614 1452
112.47.20.159.80 > 192.168.1.95.50614 1184
112.47.20.159.80 > 192.168.1.95.50614 1460
112.47.20.159.80 > 192.168.1.95.50614 2904
112.47.20.159.80 > 192.168.1.95.50614 2904
112.47.20.159.80 > 192.168.1.95.50614 924
112.47.20.159.80 > 192.168.1.95.50614 1452
112.47.20.159.80 > 192.168.1.95.50614 1468
112.47.20.159.80 > 192.168.1.95.50614 1452
112.47.20.159.80 > 192.168.1.95.50614 1184
112.47.20.159.80 > 192.168.1.95.50614 1452
192.168.1.95.42070 > 112.51.125.225.80 760
192.168.1.95.42072 > 112.51.125.225.80 739
192.168.1.95.42074 > 112.51.125.225.80 740
112.51.125.225.80 > 192.168.1.95.42070 322
112.51.125.225.80 > 192.168.1.95.42072 322
112.51.125.225.80 > 192.168.1.95.42074 282
192.168.1.95.56570 > 60.205.84.146.80 491
60.205.84.146.80 > 192.168.1.95.56570 360
60.205.84.146.80 > 192.168.1.95.56570 657
192.168.1.95.50600 > 112.47.20.159.80 360
192.168.1.95.42028 > 112.51.125.225.80 349
112.51.125.225.80 > 192.168.1.95.42028 801
192.168.1.95.50644 > 112.47.20.159.80 351
192.168.1.95.56590 > 60.205.84.146.80 422
112.47.20.159.80 > 192.168.1.95.50644 2904
112.47.20.159.80 > 192.168.1.95.50644 1642
192.168.1.95.46840 > 115.182.9.168.80 758
60.205.84.146.80 > 192.168.1.95.56590 360
60.205.84.146.80 > 192.168.1.95.56590 656
115.182.9.168.80 > 192.168.1.95.46840 389
192.168.1.95.56598 > 60.205.84.146.80 491
60.205.84.146.80 > 192.168.1.95.56598 360
60.205.84.146.80 > 192.168.1.95.56598 658
192.168.1.95.56602 > 60.205.84.146.80 491
60.205.84.146.80 > 192.168.1.95.56602 360
60.205.84.146.80 > 192.168.1.95.56602 658
192.168.1.95.56604 > 60.205.84.146.80 487
60.205.84.146.80 > 192.168.1.95.56604 367
60.205.84.146.80 > 192.168.1.95.56604 20
192.168.1.95.56608 > 60.205.84.146.80 487
60.205.84.146.80 > 192.168.1.95.56608 367
60.205.84.146.80 > 192.168.1.95.56608 20
192.168.1.95.59386 > 218.207.212.87.80 323
218.207.212.87.80 > 192.168.1.95.59386 460
192.168.1.95.50860 > 106.11.5.2.80 654
106.11.5.2.80 > 192.168.1.95.50860 170
192.168.1.95.42026 > 112.51.125.225.80 541
192.168.1.95.42424 > 112.49.51.48.80 529
112.49.51.48.80 > 192.168.1.95.42424 1230
112.51.125.225.80 > 192.168.1.95.42026 389
112.51.125.225.80 > 192.168.1.95.42026 174
112.51.125.225.80 > 192.168.1.95.42026 174
192.168.1.95.42112 > 112.51.125.225.80 473
112.51.125.225.80 > 192.168.1.95.42112 581
192.168.1.95.42426 > 112.49.51.48.80 523
112.49.51.48.80 > 192.168.1.95.42426 1447
192.168.1.95.59568 > 112.34.111.158.80 650
192.168.1.95.42002 > 111.13.100.35.80 581
112.34.111.158.80 > 192.168.1.95.59568 289
111.13.100.35.80 > 192.168.1.95.42002 198
60.205.84.146.80 > 192.168.1.95.56614 462
192.168.1.95.42130 > 112.51.125.225.80 734
112.51.125.225.80 > 192.168.1.95.42130 422
112.51.125.225.80 > 192.168.1.95.42130 2904
112.51.125.225.80 > 192.168.1.95.42130 1192
112.51.125.225.80 > 192.168.1.95.42130 1452
112.51.125.225.80 > 192.168.1.95.42130 5808
112.51.125.225.80 > 192.168.1.95.42130 2392
112.51.125.225.80 > 192.168.1.95.42130 2904
112.51.125.225.80 > 192.168.1.95.42130 1192
112.51.125.225.80 > 192.168.1.95.42130 4356
112.51.125.225.80 > 192.168.1.95.42130 2037
112.51.125.225.80 > 192.168.1.95.42130 2904
112.51.125.225.80 > 192.168.1.95.42130 2904
112.51.125.225.80 > 192.168.1.95.42130 2904
112.51.125.225.80 > 192.168.1.95.42130 2835
192.168.1.95.42124 > 112.51.125.225.80 470
112.51.125.225.80 > 192.168.1.95.42124 284
192.168.1.95.42138 > 112.51.125.225.80 578
192.168.1.95.56626 > 60.205.84.146.80 491
112.51.125.225.80 > 192.168.1.95.42138 326
192.168.1.95.60052 > 202.108.9.113.80 1036
60.205.84.146.80 > 192.168.1.95.56626 367
60.205.84.146.80 > 192.168.1.95.56626 20
192.168.1.95.51836 > 39.105.153.200.80 1116
192.168.1.95.50622 > 112.47.20.159.80 368
202.108.9.113.80 > 192.168.1.95.60052 317
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 1233
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 1192
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 2904
192.168.1.95.42066 > 112.51.125.225.80 367
112.47.20.159.80 > 192.168.1.95.50622 2384
112.47.20.159.80 > 192.168.1.95.50622 2904
112.47.20.159.80 > 192.168.1.95.50622 1192
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 1192
112.47.20.159.80 > 192.168.1.95.50622 1452
39.105.153.200.80 > 192.168.1.95.51836 251
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 2904
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 1452
112.47.20.159.80 > 192.168.1.95.50622 11
112.47.20.159.80 > 192.168.1.95.50622 1452
